Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Florida,2021-01-06,1392123,22188,NA,NA,1.5938246835947685
Georgia,2021-01-06,706154,11072,NA,NA,1.5679299416274637
Hawaii,2021-01-06,22757,289,11958,10510,1.2699389198927802
Idaho,2021-01-06,144843,1471,61493,81879,1.0155823892076248
Illinois,2021-01-06,991719,18562,NA,NA,1.871699543923228
Indiana,2021-01-06,533083,9800,354859,168424,1.8383628815775404
Iowa,2021-01-06,288298,3999,247853,36446,1.387106396853256
Kansas,2021-01-06,233901,3006,4643,226252,1.2851591057755205
Kentucky,2021-01-06,280835,2772,37502,240561,0.9870564566382396
Louisiana,2021-01-06,326648,7635,263712,55301,2.337378462442752
Maine,2021-01-06,26565,369,11582,14614,1.389045736871824
Maryland,2021-01-06,289758,6082,9388,274288,2.0989929527398727
Massachusetts,2021-01-06,397202,12734,261672,122796,3.205925448512344
Michigan,2021-01-06,546642,13608,363611,169423,2.489380618393757
Minnesota,2021-01-06,425261,5520,406667,13074,1.2980263885002388
Mississippi,2021-01-06,225444,4975,182103,38366,2.206756445059527
Missouri,2021-01-06,458230,5987,NA,NA,1.3065491128909064
Montana,2021-01-06,83378,1005,77449,4924,1.205353930293363
Nebraska,2021-01-06,171033,1692,114249,55092,0.989282769991756
Nevada,2021-01-06,235455,3235,NA,NA,1.3739355715529509
New Hampshire,2021-01-06,48662,792,40720,7150,1.6275533270313591
New Jersey,2021-01-06,554400,19382,57439,477579,3.496031746031746
New Mexico,2021-01-06,148499,2594,70737,75168,1.7468131098525916
New York,2021-01-06,1048281,38563,105379,904339,3.6786892064246137
North Carolina,2021-01-06,575396,6996,487090,81310,1.2158582958519002
North Dakota,2021-01-06,93494,1336,90281,1877,1.4289687038740453
Ohio,2021-01-06,735003,14352,596221,124430,1.9526450912445257
Oklahoma,2021-01-06,308600,2571,271693,34336,0.8331173039533376
Oregon,2021-01-06,119488,1550,5870,112068,1.297201392608463
Pennsylvania,2021-01-06,682182,16631,471740,193811,2.437912463242947
Rhode Island,2021-01-06,93852,2005,5682,86165,2.136342326215744
South Carolina,2021-01-06,328073,5498,157106,165469,1.675846534155508
South Dakota,2021-01-06,101076,1513,93529,6034,1.4968934267284024
Tennessee,2021-01-06,617649,7267,539207,71175,1.17655820700754
Texas,2021-01-06,1890463,28808,1488189,347176,1.5453501364948423
Utah,2021-01-06,288951,1312,236196,51443,0.454056224065672
Vermont,2021-01-06,8038,149,5463,2426,1.8536949489922867
Virginia,2021-01-06,371913,5191,31735,334987,1.3957565344583276
Washington,2021-01-06,258767,3541,NA,NA,1.368412510095955
West Virginia,2021-01-06,93162,1442,64404,27316,1.5478413945600138
Wisconsin,2021-01-06,531890,5366,458650,67874,1.008855214424035
Wyoming,2021-01-06,45569,464,43563,1542,1.0182360815466656
Alabama,2022-01-06,932250,16503,NA,NA,1.7702333065164924
Alaska,2022-01-06,161678,979,NA,NA,0.6055245611647844
Arizona,2022-01-06,1419562,24570,NA,NA,1.7308155614196492
Arkansas,2022-01-06,588622,9256,NA,NA,1.5724862475408667
California,2022-01-06,5855420,76760,NA,NA,1.3212404375309397
Colorado,2022-01-06,971525,10354,NA,NA,1.065747150099071
Connecticut,2022-01-06,554812,9281,NA,NA,1.6728189008168532
Delaware,2022-01-06,192968,2286,NA,NA,1.1846523775962854
District of Columbia,2022-01-06,106819,1222,NA,NA,1.1439912375139254
Florida,2022-01-06,4360178,62541,NA,NA,1.4343680464421409
Georgia,2022-01-06,1928942,31521,NA,NA,1.6341082313516944
Hawaii,2022-01-06,126067,1094,NA,NA,0.8677925230234717
Idaho,2022-01-06,323965,4192,NA,NA,1.2939669408732424
Illinois,2022-01-06,2295445,30589,NA,NA,1.332595640496723
Indiana,2022-01-06,1299480,19296,NA,NA,1.48490165296888
Iowa,2022-01-06,592028,8019,NA,NA,1.3544967467754905
Kansas,2022-01-06,550176,7064,NA,NA,1.2839527714767638
Kentucky,2022-01-06,895370,12284,NA,NA,1.3719467929459328
Louisiana,2022-01-06,879549,15027,NA,NA,1.7084892370976492
Maine,2022-01-06,149543,1582,NA,NA,1.057889703964746
Maryland,2022-01-06,776230,11993,NA,NA,1.5450317560516855
Massachusetts,2022-01-06,1223354,20464,NA,NA,1.6727782800399558
Michigan,2022-01-06,1808738,29659,NA,NA,1.639762088262645
Minnesota,2022-01-06,1049310,10811,NA,NA,1.030296099341472
Mississippi,2022-01-06,572694,10503,NA,NA,1.8339636874142209
Missouri,2022-01-06,1060113,16447,NA,NA,1.5514253396012994
Montana,2022-01-06,200558,2912,NA,NA,1.4519490621166944
Nebraska,2022-01-06,349523,3344,NA,NA,0.9567324610969808
Nevada,2022-01-06,502392,8487,NA,NA,1.6893183012468351
New Hampshire,2022-01-06,208073,2013,NA,NA,0.96744892417565
New Jersey,2022-01-06,1711738,29209,NA,NA,1.7063943196914482
New Mexico,2022-01-06,361629,5933,NA,NA,1.6406316971260602
New York,2022-01-06,3812399,60023,NA,NA,1.5744154795969676
North Carolina,2022-01-06,1763614,19542,NA,NA,1.1080655971204585
North Dakota,2022-01-06,177812,2068,NA,NA,1.1630261174723866
Ohio,2022-01-06,2112824,31810,NA,NA,1.40447098291197
Oklahoma,2022-01-06,724875,12539,NA,NA,1.729815485428522
Oregon,2022-01-06,441648,5719,NA,NA,1.2949226533347824
Pennsylvania,2022-01-06,2150286,37111,NA,NA,1.7258634432814983
Rhode Island,2022-01-06,253192,3107,NA,NA,1.227131978893488
South Carolina,2022-01-06,1018435,14715,NA,NA,1.4448639333879925
South Dakota,2022-01-06,185284,2507,NA,NA,1.3530580082467996
Tennessee,2022-01-06,1462996,20941,NA,NA,1.4313778028101238
Texas,2022-01-06,4894208,76132,NA,NA,1.5690891175100017
Utah,2022-01-06,663654,3855,NA,NA,0.5808749740075401
Vermont,2022-01-06,69762,482,NA,NA,0.6909205584702274
Virginia,2022-01-06,1186887,15631,NA,NA,1.3169745729795677
Washington,2022-01-06,899036,9909,NA,NA,1.1021805578419552
West Virginia,2022-01-06,342607,5372,NA,NA,1.5679773034409688
Wisconsin,2022-01-06,1156050,11319,NA,NA,0.9791099000908264
Wyoming,2022-01-06,118098,1572,NA,NA,1.3310979017426203
Alabama,2021-01-07,384184,4994,211684,167506,1.29989796555817
Alaska,2021-01-07,48922,220,7165,41537,0.44969543354727937
Arizona,2021-01-07,574680,9444,81214,484022,1.6433493422426393
Arkansas,2021-01-07,242593,3901,210617,28075,1.608043100996319
California,2021-01-07,2625783,27769,NA,NA,1.0571172208959667
Colorado,2021-01-07,349450,5050,18534,325866,1.4451280583774502
Connecticut,2021-01-07,199454,6230,9800,183424,3.1235272293360876
Delaware,2021-01-07,61729,1102,18851,41776,1.7852225048194528
District of Columbia,2021-01-07,30482,806,21461,8215,2.6441834525293615
Florida,2021-01-07,1409906,22317,NA,NA,1.5828714822122891
Georgia,2021-01-07,713840,11165,NA,NA,1.5640759834136502
Hawaii,2021-01-07,22917,299,11958,10660,1.3047082951520703
Idaho,2021-01-07,146106,1488,62215,82403,1.0184386678165167
Illinois,2021-01-07,999288,18735,NA,NA,1.8748348824362944
Indiana,2021-01-07,539229,9883,357442,171904,1.8328020191792356
Iowa,2021-01-07,290776,4060,249919,36797,1.396263790684238
Kansas,2021-01-07,239197,3041,4745,231411,1.2713370150963432
Kentucky,2021-01-07,286540,2806,37821,245913,0.979269909960215
Louisiana,2021-01-07,333524,7681,280373,45470,2.30298269389909
Maine,2021-01-07,27090,372,11607,15111,1.3732004429678848
Maryland,2021-01-07,292904,6132,9391,277381,2.0935186955452982
Massachusetts,2021-01-07,404053,12836,261672,129545,3.176810962918231
Michigan,2021-01-07,551498,13667,363611,174220,2.478159485619168
Minnesota,2021-01-07,427587,5596,406910,15081,1.3087395079831707
Mississippi,2021-01-07,228235,5013,182103,41119,2.196420356211799
Missouri,2021-01-07,462063,6022,NA,NA,1.3032854827155604
Montana,2021-01-07,84060,1015,78114,4931,1.2074708541517964
Nebraska,2021-01-07,172469,1703,114249,56517,0.9874238268906296
Nevada,2021-01-07,237393,3295,NA,NA,1.3879937487626004
New Hampshire,2021-01-07,49584,816,41237,7531,1.6456921587608906
New Jersey,2021-01-07,560057,19523,57888,482646,3.4858951856686016
New Mexico,2021-01-07,149984,2641,72089,75254,1.7608544911457222
New York,2021-01-07,1064297,38729,105379,920189,3.6389278556643494
North Carolina,2021-01-07,582348,7076,487090,88182,1.2150810168490318
North Dakota,2021-01-07,93832,1341,90511,1980,1.429149970159434
Ohio,2021-01-07,742817,14507,605474,122836,1.9529709201593397
Oklahoma,2021-01-07,311924,2633,274657,34634,0.8441158743796566
Oregon,2021-01-07,120223,1558,5870,112795,1.2959250725734677
Pennsylvania,2021-01-07,692111,16989,485206,189916,2.4546640640012947
Rhode Island,2021-01-07,95463,2024,5743,87696,2.1201931638435836
South Carolina,2021-01-07,333235,5582,158273,169380,1.675094152775069
South Dakota,2021-01-07,101684,1519,93778,6387,1.4938436725541877
Tennessee,2021-01-07,625380,7379,548838,69163,1.1799226070549107
Texas,2021-01-07,1914473,29118,1504643,351038,1.5448862186365762
Utah,2021-01-07,292720,1330,239203,52187,0.45435911451216177
Vermont,2021-01-07,8158,152,5546,2460,1.8632017651385144
Virginia,2021-01-07,377300,5226,32101,339973,1.3851046912271403
Washington,2021-01-07,260752,3605,NA,NA,1.3825397312388783
West Virginia,2021-01-07,94678,1481,65571,27626,1.564249350429878
Wisconsin,2021-01-07,535999,5435,461729,68835,1.013994429094084
Wyoming,2021-01-07,45890,464,43642,1784,1.0111135323599914
Alabama,2022-01-07,944876,16543,NA,NA,1.7508117467265545
Alaska,2022-01-07,161678,979,NA,NA,0.6055245611647844
Arizona,2022-01-07,1430241,24586,NA,NA,1.7190109918538203
Arkansas,2022-01-07,596409,9278,NA,NA,1.5556438618464845
California,2022-01-07,5970197,76792,NA,NA,1.3027160897617394
Colorado,2022-01-07,979437,10402,NA,NA,1.0620387018256408
Connecticut,2022-01-07,563635,9281,NA,NA,1.6466330160476197
Delaware,2022-01-07,195600,2286,NA,NA,1.1687116564417177
District of Columbia,2022-01-07,106819,1222,NA,NA,1.1439912375139254
Florida,2022-01-07,4486276,62622,NA,NA,1.3958570538237058
Georgia,2022-01-07,1928942,31521,NA,NA,1.6341082313516944
Hawaii,2022-01-07,130856,1098,NA,NA,0.839090297731858
Idaho,2022-01-07,325730,4223,NA,NA,1.2964725386055935
Illinois,2022-01-07,2339534,30693,NA,NA,1.3119279309469325
Indiana,2022-01-07,1314688,19448,NA,NA,1.4792863401810925
Iowa,2022-01-07,596296,8019,NA,NA,1.3448019104605766
Kansas,2022-01-07,550220,7064,NA,NA,1.2838500963251065
Kentucky,2022-01-07,904916,12319,NA,NA,1.361341826202653
Louisiana,2022-01-07,893626,15038,NA,NA,1.6828069013211344
Maine,2022-01-07,150845,1592,NA,NA,1.0553879810401403
Maryland,2022-01-07,788965,12048,NA,NA,1.527063938197512
Massachusetts,2022-01-07,1250765,20510,NA,NA,1.6397964445759194
Michigan,2022-01-07,1808738,29659,NA,NA,1.639762088262645
Minnesota,2022-01-07,1056236,10873,NA,NA,1.029410093956275
Mississippi,2022-01-07,579773,10511,NA,NA,1.8129509307953284
Missouri,2022-01-07,1072775,16477,NA,NA,1.5359615445573354
Montana,2022-01-07,201720,2916,NA,NA,1.4455681142177277
Nebraska,2022-01-07,353056,3416,NA,NA,0.96755188978519
Nevada,2022-01-07,504729,8505,NA,NA,1.6850626771990511
New Hampshire,2022-01-07,211952,2017,NA,NA,0.9516305578621574
New Jersey,2022-01-07,1744002,29315,NA,NA,1.6809040356605096
New Mexico,2022-01-07,364861,5969,NA,NA,1.6359654772639445
New York,2022-01-07,3890666,60166,NA,NA,1.5464190449655664
North Carolina,2022-01-07,1787906,19586,NA,NA,1.0954714621462205
North Dakota,2022-01-07,179161,2072,NA,NA,1.1565016940070665
Ohio,2022-01-07,2132266,31890,NA,NA,1.3916650174040202
Oklahoma,2022-01-07,731155,12571,NA,NA,1.7193344776415398
Oregon,2022-01-07,449267,5728,NA,NA,1.2749656662964342
Pennsylvania,2022-01-07,2179312,37366,NA,NA,1.7145778117130543
Rhode Island,2022-01-07,260110,3112,NA,NA,1.1964169005420784
South Carolina,2022-01-07,1035256,14745,NA,NA,1.4242853941440572
South Dakota,2022-01-07,187467,2520,NA,NA,1.3442365856390726
Tennessee,2022-01-07,1462996,20941,NA,NA,1.4313778028101238
Texas,2022-01-07,4939175,76260,NA,NA,1.5571648573252297
Utah,2022-01-07,672567,3868,NA,NA,0.575109989041984
Vermont,2022-01-07,71942,482,NA,NA,0.6699841539017541
Virginia,2022-01-07,1202727,15642,NA,NA,1.3005445125951276
Washington,2022-01-07,913980,9974,NA,NA,1.0912711437887044
West Virginia,2022-01-07,347554,5392,NA,NA,1.551413593283346
Wisconsin,2022-01-07,1170504,11376,NA,NA,0.971889032416805
Wyoming,2022-01-07,119093,1572,NA,NA,1.319976824834373
Alabama,2021-01-08,389230,5080,211684,172466,1.3051409192508283
Alaska,2021-01-08,49255,223,7165,41867,0.4527459141203939
Arizona,2021-01-08,584593,9741,82155,492697,1.666287485481352
Arkansas,2021-01-08,245916,3926,215980,26010,1.596480098895558
California,2021-01-08,2677489,28312,NA,NA,1.056973215779036
Colorado,2021-01-08,352923,5102,18775,329046,1.4456411171842016
Connecticut,2021-01-08,202758,6287,9800,186671,3.100740784580633
Delaware,2021-01-08,62949,1112,18851,42986,1.7665093964955758
District of Columbia,2021-01-08,30750,808,21660,8282,2.627642276422764
Florida,2021-01-08,1429722,22481,NA,NA,1.5724035861517134
Georgia,2021-01-08,723630,11230,NA,NA,1.5518980694553846
Hawaii,2021-01-08,23400,299,11958,11143,1.2777777777777777
Idaho,2021-01-08,147173,1517,63097,82559,1.0307597181548247
Illinois,2021-01-08,1008045,18941,NA,NA,1.878983577122053
Indiana,2021-01-08,546499,9958,360087,176454,1.8221442308220144
Iowa,2021-01-08,293189,4065,251659,37465,1.386477664578139
Kansas,2021-01-08,239311,3042,4745,231524,1.271149257660534
Kentucky,2021-01-08,291429,2843,38173,250413,0.9755377810718906
Louisiana,2021-01-08,338054,7728,280373,49953,2.2860253095659275
Maine,2021-01-08,27625,385,11658,15582,1.3936651583710409
Maryland,2021-01-08,295874,6173,9404,280297,2.086361086138018
Massachusetts,2021-01-08,411601,12909,293522,105170,3.1362897563417
Michigan,2021-01-08,555747,13873,363611,178263,2.4962797819871274
Minnesota,2021-01-08,429570,5640,408510,15420,1.3129408478245688
Mississippi,2021-01-08,228235,5013,182103,41119,2.196420356211799
Missouri,2021-01-08,467936,6094,NA,NA,1.3023148464747316
Montana,2021-01-08,84750,1038,78796,4916,1.224778761061947
Nebraska,2021-01-08,173591,1719,116295,55577,0.990258711569148
Nevada,2021-01-08,240796,3339,NA,NA,1.3866509410455323
New Hampshire,2021-01-08,50337,827,41804,7706,1.6429266742157855
New Jersey,2021-01-08,566761,19646,58335,488780,3.46636412879503
New Mexico,2021-01-08,151819,2680,74235,74904,1.7652599477008806
New York,2021-01-08,1081885,38933,107243,935709,3.5986264713902125
North Carolina,2021-01-08,592746,7213,487090,98443,1.216878730518637
North Dakota,2021-01-08,94156,1348,90726,2082,1.431666595862186
Ohio,2021-01-08,753068,14626,613418,125024,1.9421884876266151
Oklahoma,2021-01-08,315730,2672,277828,35230,0.846292718461977
Oregon,2021-01-08,121085,1568,5870,113647,1.2949580872940496
Pennsylvania,2021-01-08,701578,17251,499022,185305,2.4588855408807
Rhode Island,2021-01-08,96591,2035,5794,88762,2.1068215465208975
South Carolina,2021-01-08,338112,5661,159700,172751,1.6742972742759796
South Dakota,2021-01-08,102132,1544,94513,6075,1.5117690831472996
Tennessee,2021-01-08,634237,7492,555634,71111,1.1812618942130466
Texas,2021-01-08,1939051,29498,1522105,358488,1.5443243280032208
Utah,2021-01-08,297317,1359,242361,53597,0.4570878893571508
Vermont,2021-01-08,8403,155,5657,2591,1.8445793169106273
Virginia,2021-01-08,382679,5275,32368,345036,1.3784398934877535
Washington,2021-01-08,264012,3634,NA,NA,1.3764525854885383
West Virginia,2021-01-08,96002,1518,66881,27603,1.5812170579779588
Wisconsin,2021-01-08,540508,5477,464443,70588,1.0133060010212616
Wyoming,2021-01-08,46168,489,43949,1730,1.0591751862762089
Alabama,2022-01-08,957848,16585,NA,NA,1.7314855801755602
Alaska,2022-01-08,165353,980,NA,NA,0.5926714362606061
Arizona,2022-01-08,1445129,24616,NA,NA,1.7033773455518504
Arkansas,2022-01-08,604843,9298,NA,NA,1.5372584290468767
California,2022-01-08,6032854,77026,NA,NA,1.2830926153460716
Colorado,2022-01-08,989409,10425,NA,NA,1.05365930570674
Connecticut,2022-01-08,573711,9377,NA,NA,1.6344466116215306
Delaware,2022-01-08,198507,2330,NA,NA,1.1737621343327944
District of Columbia,2022-01-08,108112,1225,NA,NA,1.1330842089684772
Florida,2022-01-08,4606489,62688,NA,NA,1.3608629044810483
Georgia,2022-01-08,1928942,31521,NA,NA,1.6341082313516944
Hawaii,2022-01-08,134442,1101,NA,NA,0.8189405096621591
Idaho,2022-01-08,327065,4235,NA,NA,1.2948496476235611
Illinois,2022-01-08,2382437,30794,NA,NA,1.2925420483311836
Indiana,2022-01-08,1329423,19614,NA,NA,1.4753769116376052
Iowa,2022-01-08,596296,8019,NA,NA,1.3448019104605766
Kansas,2022-01-08,566192,7097,NA,NA,1.2534617232316954
Kentucky,2022-01-08,915881,12358,NA,NA,1.3493019289623869
Louisiana,2022-01-08,908428,15054,NA,NA,1.6571483926078896
Maine,2022-01-08,152173,1599,NA,NA,1.050777733237828
Maryland,2022-01-08,800743,12107,NA,NA,1.5119707571592884
Massachusetts,2022-01-08,1279928,20568,NA,NA,1.6069653918032891
Michigan,2022-01-08,1855658,29955,NA,NA,1.6142521951782065
Minnesota,2022-01-08,1064065,10906,NA,NA,1.0249373863438789
Mississippi,2022-01-08,586547,10527,NA,NA,1.794741086392054
Missouri,2022-01-08,1085500,16491,NA,NA,1.5192432254135328
Montana,2022-01-08,202863,2917,NA,NA,1.4379162291792984
Nebraska,2022-01-08,355928,3456,NA,NA,0.9709828954170506
Nevada,2022-01-08,509472,8509,NA,NA,1.670160479869355
New Hampshire,2022-01-08,214572,2019,NA,NA,0.9409429002852192
New Jersey,2022-01-08,1782463,29374,NA,NA,1.6479444454106482
New Mexico,2022-01-08,369113,5983,NA,NA,1.6209128369902983
New York,2022-01-08,3975745,60356,NA,NA,1.5181054116901358
North Carolina,2022-01-08,1816380,19619,NA,NA,1.0801153943558066
North Dakota,2022-01-08,180646,2073,NA,NA,1.1475482435260125
Ohio,2022-01-08,2151829,31966,NA,NA,1.397508816918073
Oklahoma,2022-01-08,737593,12592,NA,NA,1.7071745529038371
Oregon,2022-01-08,459700,5761,NA,NA,1.253208614313683
Pennsylvania,2022-01-08,2206899,37522,NA,NA,1.7002137388253835
Rhode Island,2022-01-08,266066,3121,NA,NA,1.173017221290958
South Carolina,2022-01-08,1048252,14746,NA,NA,1.4067228109271437
South Dakota,2022-01-08,189411,2522,NA,NA,1.3314960588350202
Tennessee,2022-01-08,1462996,20941,NA,NA,1.4313778028101238
Texas,2022-01-08,4993438,76365,NA,NA,1.5427481543689578
Utah,2022-01-08,682036,3887,NA,NA,0.5699112656809905
Vermont,2022-01-08,73802,482,NA,NA,0.6530988320099727
Virginia,2022-01-08,1221036,15651,NA,NA,1.2817803897673778
Washington,2022-01-08,931071,10004,NA,NA,1.0744615609335917
West Virginia,2022-01-08,351688,5421,NA,NA,1.541423079547781
Wisconsin,2022-01-08,1186066,11402,NA,NA,0.9613293020793108
Wyoming,2022-01-08,119857,1572,NA,NA,1.3115629458437972
Alabama,2021-01-09,394287,5191,211684,177412,1.3165536779046736
Alaska,2021-01-09,49660,223,7165,42272,0.4490535642368103
Arizona,2021-01-09,596251,9938,83095,503218,1.6667477287249832
Arkansas,2021-01-09,248860,3966,217578,27316,1.5936671220766696
California,2021-01-09,2730207,28946,NA,NA,1.059767814705752
Colorado,2021-01-09,356110,5138,18891,332081,1.4428126140799191
Connecticut,2021-01-09,205994,6324,9800,189870,3.0699923298736858
Delaware,2021-01-09,63503,1116,18851,43536,1.7573972883170874
District of Columbia,2021-01-09,31107,809,21851,8447,2.6007008068923394
Florida,2021-01-09,1449252,22666,NA,NA,1.563979211344887
Georgia,2021-01-09,736926,11314,NA,NA,1.5352966240843722
Hawaii,2021-01-09,23704,303,11958,11443,1.278265271684104
Idaho,2021-01-09,148258,1523,63778,82957,1.0272632842747105
Illinois,2021-01-09,1017322,19108,NA,NA,1.8782646988858984
Indiana,2021-01-09,552594,10021,362458,180115,1.8134471239282368
Iowa,2021-01-09,294762,4124,253501,37137,1.3990948629741962
Kansas,2021-01-09,244583,3164,4838,236581,1.2936303831419191
Kentucky,2021-01-09,296166,2856,38445,254865,0.9643240615060472
Louisiana,2021-01-09,341431,7833,280373,53225,2.29416778207017
Maine,2021-01-09,28407,426,11690,16291,1.4996303727954376
Maryland,2021-01-09,299606,6216,9419,283971,2.074724805244221
Massachusetts,2021-01-09,419721,12985,293522,113214,3.0937217818503244
Michigan,2021-01-09,559655,13913,363611,182131,2.485995836720837
Minnesota,2021-01-09,431944,5688,409727,16529,1.3168373678069378
Mississippi,2021-01-09,233665,5101,182103,46461,2.1830398219673466
Missouri,2021-01-09,473282,6131,NA,NA,1.2954221795884906
Montana,2021-01-09,85568,1049,79114,5405,1.225925579655946
